Review Date,Review Title,Username,Helpfulness,Helpful Votes,Total Votes,Individual Rating,Review Text,Spoiler Warning,Movie Name,Genre,Rating,Release Date,isAdult,Runtime Minutes,numVotes,User Reviews URL
9 November 2019,Dick me dead and bury me pregnant.,TxMike,"31 out of 36 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",31,36,,"I watched this at home on BluRay from my public library. When it first came out the title threw me, I don't like seeing movies of families fighting. But I didn't understand, this is about a family where mom, dad, brother, and sister are all wrestlers.It is based on the true story of a real British family. Florence Pugh (who I found so good in the 2016 Lady Macbeth) plays the lead character, Saraya Knight, who longed to get a break and get into the WWE as a featured wrestler. When she gets the chance she finds out it is harder than she ever imagined, including leaving her home and family behind to train in the USA.All of the first half-hour and much of the remainder is in England, as such it contains much of the uniqueness of British characters, British humor, and British mannerisms. Viewers who don't appreciate that may not enjoy the movie, but I enjoyed it very much. There is a very nice story here and the actors bring it to life very well.One of my favorite movies of 2019.Edit: I watched it again in March 2020, a really entertaining movie.",,Fighting with My Family,"Biography,Comedy,Drama",7.1,2019,0,108.0,86793,https://www.imdb.com/title/tt6513120/reviews/?ref_=tt_ql_2
20 September 2020,"Good, and surprisingly so",grantss,"14 out of 15 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",14,15,7.0,"Siblings Saraya and Zac have been into wrestling for as long as they can remember. Born into a wrestling-mad family they now run a wrestling clinic for kids and take part in the regular wrestling shows and tournaments their parents produce. Their chance to hit the big time arrives when the WWE has auditions in the UK. Could this be their big break?Thanks to the trailer, I had very low expectations for this. The trailer made the film look very silly and low brow. I wouldn't have watched if it wasn't for a friend pointing out that the film is nothing like the trailer and is far better than it seems.Turns out they were right. Rather than lowest-common-denominator slapstick the plot is interesting and is complete with some great, clever humour and an engaging warmth. Moves at a good pace: the time just flies by.All this aided by some solid performances. Florence Pugh is great as Saraya and she is ably supported by Nick Frost, Lena Headey and Jack Lowden as her family. Even Vince Vaughn, usually the kiss of death for any film or TV series, puts in a solid, engaging performance.All this coming from someone who is not into WWE or wrestling at all.On the negative side, it does end feeling like just another Rocky remake. Still, it was a funny and interesting journey getting there.",,Fighting with My Family,"Biography,Comedy,Drama",7.1,2019,0,108.0,86793,https://www.imdb.com/title/tt6513120/reviews/?ref_=tt_ql_2
4 March 2019,A Knight's Tale,southdavid,"26 out of 30 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",26,30,7.0,"Full disclosure first, I am a wrestling fan and I knew the majority of Paige's story and how the WWE and pro-wrestling works before seeing this.The Knight family love professional wrestling. It has changed the lives of Julia (Lena Headey) and Ricky (Nick Frost) and their passion has transferred to their three children, particularly to their son Zak (Jack Lowden) and daughter Saraya (Florence Pugh). Having grown up performing for the families Norwich based federation, a shot at the big time comes when both children are asked to attend try-outs for World Wrestling Entertainment.All that said, you don't really need to know anything about wrestling to enjoy ""Fighting with My Family"". It's a relatable story of someone from an unlikely background overcoming the odds to find success far from home. It's has a very British sense of humour, with lots of jokes with swearwords or about class differences, both between the Knights and Zak's prospective in-laws and between Paige and her peers once she's over in the performance centre. It probably has slightly too much swearing to be a real family film, but is still pretty gentle in its overall tone and themes. What makes the film successful is the performances of actors in the key roles. Frost and Headey are great, as is Florence Pugh, who continues to be a star on the rise after her performance in ""Little Drummer Girl"" last year. It's Jack Lowden, however, who has the most to do and excels with it, dealing with the disappointments and temptations that his life gives him as a parallel to his sisters.That perhaps leads to me the films biggest weakness, despite how unlikely it seems, Paige's journey isn't perhaps that extraordinary. She's way more talented and experienced than any of her colleagues but struggles a bit to overcome her own awkwardness. It's not so much an emotional rollercoaster as it is a jittering ski lift. To combat that, we get the opposing journey of Zak which, if anything, is actually more interesting, as he struggles with fatherhood, disillusionment and jealously before coming to terms and reconciling with his family.""Fighting with My Family"" is an entertaining and funny film if a little slight and though I can't imagine it's going to be anybody's favourite film of all time, it's a lot of fun to watch and I'm sure would be enjoyed by anyone.A little bonus if you are a fan of the UK wrestling scene from the past few years is spotting cameos from current stars. Dave Mastiff and Kip Sabian are two of the most obvious but there's a few more (and a dig a Pete Dunne which is funny, if slightly confusing).",,Fighting with My Family,"Biography,Comedy,Drama",7.1,2019,0,108.0,86793,https://www.imdb.com/title/tt6513120/reviews/?ref_=tt_ql_2
17 February 2019,Fighting With My Family (2019),rockman182,"80 out of 98 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",80,98,7.0,"Had to double take on the director and writer and make sure if it was THE Stephen Merchant writing and directing this film and it turned out it was so that was interesting. I used to be a super huge WWE fan from 1999-2011. By super huge I mean, I used to watch every show religiously and know everything about each athlete. I'm familiar with Paige through sporadic watching here and there and seeing her on Total Divas and am certainly not a fan of her or how she carries herself but this film was a fairly fun albeit cliched film.The film tells the story of Saraya ""Paige"" Bevis and her background. Her family are all wrestling crazed and put on wrestling shows and train others in Norwich. Paige and her brother get called up for a WWE tryout but only Paige makes the cut. Paige's brother is devastated and Paige must deal with the drastic change in her life and the hard road to living out her dream.Florence Pugh is already an established talent in my eyes because of her performance in Lady Macbeth. She's really fantastic in this, and disappears into the role of a WWE hopeful. The writing of Merchant and the care with which he gives to the comedy, the drama, and the heart involved in developing the characters is great. Its crazy to think that Merchant did not know a thing about wrestling before taking on the project. Side note: Merchant was in attendance at my screening for a Q and A and gave good insight into the project.The film can't help feeling cliched. Training montage, sibling rivalry leading to a profound confrontation that resolves the issue, and the underdog overcoming the odds. I find it weird that real life Paige was just given the WWE Divas championship on her WWE debut but whatever. Overall, the film maintains a good balance of comedy and drama and you don't need to know anything about WWE or sports entertainment to enjoy the film. Merchant does a good job.7/10",,Fighting with My Family,"Biography,Comedy,Drama",7.1,2019,0,108.0,86793,https://www.imdb.com/title/tt6513120/reviews/?ref_=tt_ql_2
10 June 2019,"Not a fan of pro wrestling, but I liked this movie",cricketbat,"10 out of 11 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",10,11,7.0,"I'm never been a big fan of professional wrestling, but Fighting with My Family does a good job of making you care about the characters, which, in turn, makes you care about their dreams of making it into the WWE. I was really impressed by the performances of Florence Pugh and Jack Lowden. Yes, this movie is largely fictionalized but, then again, so is pro wrestling.",,Fighting with My Family,"Biography,Comedy,Drama",7.1,2019,0,108.0,86793,https://www.imdb.com/title/tt6513120/reviews/?ref_=tt_ql_2
4 March 2019,"Typical feel good film, made in the best of British style",markthomassintek,"29 out of 35 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",29,35,7.0,"REVIEW - FIGHTING WITH MY FAMILYAt first glance this film is a very British film and watching it I thought would American film goers even go to see it because it is very British, the humour, the accents, the houses but at the end of the film I actually realised the most important thing, something that isn't even being used for the promotion of this feel good film, it's actually a true story!Yes an underdog from Norwich did win the Diva WWE championship belt, not once but twice!Typical feel good film, made in the best of British style and Dwayne The Rock Johnson producing!I will admit I was pleasantly surprised by this film and actually laughed out loud at a few of the British jokes included, because of this I now will have to eat my words and take back what I said at the start of this review, yes this appeals to British film goers and yes it will certainly appeal to American film goers also, good call Steven MerchantRating 7 out of 10",,Fighting with My Family,"Biography,Comedy,Drama",7.1,2019,0,108.0,86793,https://www.imdb.com/title/tt6513120/reviews/?ref_=tt_ql_2
6 February 2019,"Good movie, nice performances, a few fact inaccuracies - but that is forgivable",svhot,"119 out of 149 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",119,149,8.0,"A movie, whether based on a true story or fictional one, or maybe a blend of both facts and fictionalized scenes and events - well, just watch and enjoy this one folks, don't be overly-critical all the time. ""Fighting with my Family"" is inspired by the story of the Knight family.Dwayne Johnson delivers an enjoyable performance once again. The comic timing and chemistry between him and the other actors is worth watching. This movie definitely deserves more appreciation for its entertainment factor. It is funny and truly heartwarming.",Warning: Spoilers,Fighting with My Family,"Biography,Comedy,Drama",7.1,2019,0,108.0,86793,https://www.imdb.com/title/tt6513120/reviews/?ref_=tt_ql_2
21 February 2019,Made me laugh,nathanmanson,"70 out of 93 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",70,93,7.0,"The film was hilarious and it made me laugh constantly, I'm not familiar with the true story so I can't talk about that but I went to the cinema to watch a film that would make me laugh and it did just that.",,Fighting with My Family,"Biography,Comedy,Drama",7.1,2019,0,108.0,86793,https://www.imdb.com/title/tt6513120/reviews/?ref_=tt_ql_2
17 February 2019,Heartwarming movie based on a true story,itsactuallyamanda,"122 out of 152 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",122,152,9.0,"Fighting With My Family was for sure worth the hype. As a long time fan of Paige and the Knight family, I was very excited to see this film and it did not disappoint. Florence Pugh did an amazing job portraying Paige to the point that you would think they are twins. The story itself is very heartwarming and incredible. Fighting With My Family is for sure a must see.",,Fighting with My Family,"Biography,Comedy,Drama",7.1,2019,0,108.0,86793,https://www.imdb.com/title/tt6513120/reviews/?ref_=tt_ql_2
19 March 2019,None of our fans can read anyway,nogodnomasters,"13 out of 16 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",13,16,8.0,"Zak (Jack Lowden) and Saraya (Florence Pugh) come from a fighting family. Their dream is to be a WWE champion as they fight in Norwich, England. During tryouts, Saraya gets an offer to try out and go to Miami. Zak goes home.I am not a follower of the WWE, but I did enjoy watching the story of Paige, a WWE Diva. The film is filled with humor and fun with quite the cast of characters for her family. Almost like watching ""The Osbournes"".Guide: No F-words, sex, or nudity.",Warning: Spoilers,Fighting with My Family,"Biography,Comedy,Drama",7.1,2019,0,108.0,86793,https://www.imdb.com/title/tt6513120/reviews/?ref_=tt_ql_2
23 February 2019,I'm not a wrestling fan but......,gryhndrsh,"164 out of 185 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",164,185,9.0,"You dont need to be a wrestling fan to absolutely adore this movie. Its more of a strong family themed movie and a heroic from nowhere to star sports flick. It has at least a half dozen laugh out loud moments, a few moments of stealthily wiping my watering eyes and the euphoric grand finally. If you are a fan of sports movies...go see it!!! Also what else could be better than a van load of aspiring wrestling youngsters doing the sing a long to Iron Maiden!",Warning: Spoilers,Fighting with My Family,"Biography,Comedy,Drama",7.1,2019,0,108.0,86793,https://www.imdb.com/title/tt6513120/reviews/?ref_=tt_ql_2
